0.000000 72.808918 22.641509 21.518849 10.314934 8.973284
0.025000 72.808918 22.641509 21.514477 10.314934 9.004553
0.050000 72.808918 22.641509 21.510215 10.314934 9.035825
0.075000 72.808918 22.641509 21.506062 10.314934 9.067098
0.100000 72.808918 22.641509 21.502017 10.314934 9.098372
0.125000 72.808918 22.641509 21.498078 10.314934 9.129647
0.150000 72.808918 22.641509 21.494244 10.314934 9.160922
0.175000 72.808918 22.641509 21.490514 10.314934 9.192198
0.200000 72.808918 22.641509 21.486887 10.314934 9.223473
0.225000 72.808918 22.641509 21.483360 10.314934 9.254747
0.250000 72.808918 22.641509 21.479933 10.314934 9.286021
0.275000 72.808918 22.641509 21.476605 10.314934 9.317293
0.300000 72.808918 22.641509 21.473374 10.314934 9.348564
0.325000 72.808918 22.641509 21.470238 10.314934 9.379832
0.350000 72.808918 22.641509 21.467196 10.314934 9.411099
0.375000 72.808918 22.641509 21.464248 10.314934 9.442362
0.400000 72.808918 22.641509 21.461391 10.314934 9.473622
0.425000 72.808918 22.641509 21.458624 10.314934 9.504879
0.450000 72.808918 22.641509 21.455947 10.314934 9.536133
0.475000 72.808918 22.641509 21.453357 10.314934 9.567382
0.500000 72.808918 22.641509 21.450853 10.314934 9.598626
0.525000 72.808918 22.641509 21.448435 10.314934 9.629866
0.550000 72.808918 22.641509 21.446100 10.314934 9.661101
0.575000 72.808918 22.641509 21.443847 10.314934 9.692330
0.600000 72.808918 22.641509 21.441675 10.314934 9.723553
0.625000 72.808918 22.641509 21.439583 10.314934 9.754770
0.650000 72.808918 22.641509 21.437569 10.314934 9.785981
0.675000 72.808918 22.641509 21.435631 10.314934 9.817184
0.700000 72.808918 22.641509 21.433770 10.314934 9.848380
0.725000 72.808918 22.641509 21.431982 10.314934 9.879569
0.750000 72.808918 22.641509 21.430268 10.314934 9.910749
0.775000 72.808918 22.641509 21.428625 10.314934 9.941922
0.800000 72.808918 22.641509 21.427052 10.314934 9.973085
0.825000 72.808918 22.641509 21.425548 10.314934 10.004240
0.850000 72.808918 22.641509 21.424112 10.314934 10.035385
0.875000 72.808918 22.641509 21.422741 10.314934 10.066520
0.900000 72.808918 22.641509 21.421436 10.314934 10.097646
0.925000 72.808918 22.641509 21.420194 10.314934 10.128761
0.950000 72.808918 22.641509 21.419014 10.314934 10.159865
0.975000 72.808918 22.641509 21.417895 10.314934 10.190958
1.000000 72.808918 22.641509 21.416835 10.314934 10.222039
1.025000 72.808918 22.641509 21.415834 10.314934 10.253109
1.050000 72.808918 22.641509 21.414889 10.314934 10.284166
1.075000 72.808918 22.641509 21.414000 10.314934 10.315211
1.100000 72.808918 22.641509 21.413165 10.314934 10.346243
1.125000 72.808918 22.641509 21.412383 10.314934 10.377262
1.150000 72.808918 22.641509 21.411652 10.314934 10.408267
1.175000 72.808918 22.641509 21.410971 10.314934 10.439259
1.200000 72.808918 22.641509 21.410338 10.314934 10.470236
1.225000 72.808918 22.641509 21.409754 10.314934 10.501198
1.250000 72.808918 22.641509 21.409215 10.314934 10.532145
1.275000 72.808918 22.641509 21.408721 10.314934 10.563077
1.300000 72.808918 22.641509 21.408270 10.314934 10.593994
1.325000 72.808918 22.641509 21.407862 10.314934 10.624894
1.350000 72.808918 22.641509 21.407494 10.314934 10.655778
1.375000 72.808918 22.641509 21.407165 10.314934 10.686645
1.400000 72.808918 22.641509 21.406875 10.314934 10.717495
1.425000 72.808918 22.641509 21.406621 10.314934 10.748327
1.450000 72.808918 22.641509 21.406402 10.314934 10.779142
1.475000 72.808918 22.641509 21.406217 10.314934 10.809939
1.500000 72.808918 22.641509 21.406065 10.314934 10.840717
