0.000000 63.157895 21.227822 22.400153 25.694665 28.452726
0.025000 63.157895 21.227822 22.397140 25.694665 27.622728
0.050000 63.157895 21.227822 22.394250 25.694665 26.799906
0.075000 63.157895 21.227822 22.391481 25.694665 25.984234
0.100000 63.157895 21.227822 22.388829 25.694665 25.175681
0.125000 63.157895 21.227822 22.386293 25.694665 24.374221
0.150000 63.157895 21.227822 22.383871 25.694665 23.579825
0.175000 63.157895 21.227822 22.381560 25.694665 22.792464
0.200000 63.157895 21.227822 22.379359 25.694665 22.012111
0.225000 63.157895 21.227822 22.377265 25.694665 21.238738
0.250000 63.157895 21.227822 22.375276 25.694665 20.472316
0.275000 63.157895 21.227822 22.373389 25.694665 19.712817
0.300000 63.157895 21.227822 22.371604 25.694665 18.960213
0.325000 63.157895 21.227822 22.369916 25.694665 18.214475
0.350000 63.157895 21.227822 22.368325 25.694665 17.475576
0.375000 63.157895 21.227822 22.366828 25.694665 16.743488
0.400000 63.157895 21.227822 22.365423 25.694665 16.018181
0.425000 63.157895 21.227822 22.364108 25.694665 15.299628
0.450000 63.157895 21.227822 22.362881 25.694665 14.587802
0.475000 63.157895 21.227822 22.361739 25.694665 13.882672
0.500000 63.157895 21.227822 22.360680 25.694665 13.184213
0.525000 63.157895 21.227822 22.359702 25.694665 12.492394
0.550000 63.157895 21.227822 22.358803 25.694665 11.807188
0.575000 63.157895 21.227822 22.357981 25.694665 11.128568
0.600000 63.157895 21.227822 22.357234 25.694665 10.456503
0.625000 63.157895 21.227822 22.356558 25.694665 9.790968
0.650000 63.157895 21.227822 22.355953 25.694665 9.131932
0.675000 63.157895 21.227822 22.355417 25.694665 8.479369
0.700000 63.157895 21.227822 22.354946 25.694665 7.833250
0.725000 63.157895 21.227822 22.354538 25.694665 7.193546
0.750000 63.157895 21.227822 22.354193 25.694665 6.560230
0.775000 63.157895 21.227822 22.353906 25.694665 5.933273
0.800000 63.157895 21.227822 22.353677 25.694665 5.312647
0.825000 63.157895 21.227822 22.353503 25.694665 4.698324
0.850000 63.157895 21.227822 22.353382 25.694665 4.090276
